Project ID,Start Term,X Stu First Gen No Bach ,X Stu First Gen No College ,Pell Grant?,Midterm GPA,Athlete (December),X Stu Cum Gpa (December),X Stu Housing Fall,Retained to Fall 2?,Retained to Fall 3,Fall Campus Job?,# of campus orgs (December),# Midterm D or F,% of Midterm Grades are D or F,# Non-Lab STEM Courses,# STEM Courses Earned Credit,% of STEM Courses earning credit,# Classes Passed,% of Classes Passed
1034,2018FA,Yes,No,No,3.75,No,3.75,RESIDENT,Yes,Yes,Yes,1,0,0.00%,1,1,100.00%,4,100.00%
1035,2018FA,Unknown,Unknown,No,3,No,2.75,RESIDENT,No,No,No,0,0,0.00%,2,2,100.00%,4,100.00%
1036,2018FA,No,No,No,1.75,No,2.5,COMMUTER,Yes,Yes,Yes,1,2,50.00%,0,0,Not Applicable,4,100.00%
1037,2018FA,Yes,No,No,2.75,No,3,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1038,2018FA,Unknown,Unknown,No,3.25,No,2.75,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1039,2018FA,Yes,No,No,3,No,2.675,RESIDENT,No,No,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1040,2018FA,Yes,No,Yes,1.3333,No,1.767,RESIDENT,No,No,No,0,1,33.30%,1,1,100.00%,2,66.70%
1041,2018FA,No,No,No,3.5,No,3.575,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1042,2018FA,Yes,No,Yes,2.75,No,3.025,COMMUTER,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1043,2018FA,Yes,No,No,3,No,3.2,RESIDENT,No,No,No,0,0,0.00%,1,1,100.00%,4,100.00%
1044,2018FA,Yes,No,No,2.5,Yes,2.6,RESIDENT,Yes,Yes,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
1045,2018FA,Yes,Yes,Yes,2.5,No,2.325,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1046,2018FA,No,No,No,2.75,No,2.6,RESIDENT,Yes,Yes,Yes,3,0,0.00%,1,1,100.00%,4,100.00%
1047,2018FA,Yes,No,No,3.75,No,3.4,RESIDENT,Yes,Yes,No,2,0,0.00%,2,2,100.00%,4,100.00%
1048,2018FA,Yes,No,Yes,2,No,2.15,COMMUTER,Yes,Yes,No,2,1,25.00%,1,1,100.00%,4,100.00%
1049,2018FA,Yes,No,Yes,3.75,No,3.75,RESIDENT,Yes,Yes,No,4,0,0.00%,0,0,Not Applicable,4,100.00%
1050,2018FA,Yes,No,Yes,3.5,No,3.6,RESIDENT,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
1051,2018FA,No,No,Yes,0.5,No,1.333,RESIDENT,Yes,Yes,Yes,0,4,100.00%,0,0,Not Applicable,3,75.00%
1052,2018FA,Yes,No,Yes,3.5,No,4,RESIDENT,Yes,Yes,No,1,0,0.00%,2,2,100.00%,5,100.00%
1053,2018FA,Yes,No,No,1.6667,No,1.567,RESIDENT,No,No,Yes,0,1,33.30%,0,0,Not Applicable,3,100.00%
1054,2018FA,No,No,No,2.5,Yes,2.825,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1055,2018FA,No,No,No,3.9444,No,3.9,RESIDENT,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,6,100.00%
1056,2018FA,Yes,No,No,2.5,No,2.5,RESIDENT,No,No,No,0,0,0.00%,1,1,100.00%,4,100.00%
1057,2018FA,No,No,No,3.3333,Yes,3.556,RESIDENT,No,No,No,1,0,0.00%,1,1,100.00%,5,100.00%
1058,2018FA,Yes,No,Yes,2.5,No,2.675,RESIDENT,Yes,No,Yes,2,0,0.00%,2,2,100.00%,4,100.00%
1059,2018FA,No,No,No,3,No,3.425,RESIDENT,Yes,Yes,No,4,0,0.00%,1,1,100.00%,4,100.00%
1060,2018FA,Yes,No,Yes,0,No,,RESIDENT,No,No,No,5,3,75.00%,0,0,Not Applicable,0,Not Applicable
1061,2018FA,No,No,Yes,,No,,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,0,0.00%
1062,2018FA,Yes,Yes,Yes,1,No,,RESIDENT,No,No,No,0,3,60.00%,2,0,0.00%,0,0.00%
1063,2018FA,No,No,No,2.25,No,1.775,RESIDENT,No,No,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
1064,2018FA,No,No,No,0.75,No,1.467,COMMUTER,No,Yes,Yes,0,3,60.00%,0,0,Not Applicable,3,75.00%
1065,2018FA,Yes,Yes,No,4,No,4,COMMUTER,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
1066,2018FA,Yes,Yes,No,2.5,No,2,RESIDENT,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
1067,2018FA,No,No,No,3.6667,No,3.567,RESIDENT,Yes,Yes,Yes,4,0,0.00%,0,0,Not Applicable,3,75.00%
1068,2018FA,No,No,Yes,2.25,No,2.35,COMMUTER,No,No,No,0,1,20.00%,1,1,100.00%,4,100.00%
1069,2018FA,No,No,No,2.75,No,2.25,RESIDENT,No,No,No,1,0,0.00%,2,2,100.00%,4,100.00%
1070,2018FA,Yes,No,No,1.2105,No,1.818,RESIDENT,Yes,Yes,No,1,3,42.90%,3,3,100.00%,6,100.00%
1071,2018FA,No,No,No,1.25,No,0,RESIDENT,No,No,No,0,2,50.00%,0,0,Not Applicable,0,0.00%
1072,2018FA,Yes,Yes,Yes,3,No,2.575,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1073,2018FA,No,No,No,2,No,2.433,RESIDENT,Yes,Yes,No,0,0,0.00%,1,1,100.00%,3,100.00%
1074,2018FA,No,No,No,3.75,No,3.825,RESIDENT,Yes,Yes,Yes,4,0,0.00%,1,1,100.00%,4,100.00%
1075,2018FA,No,No,No,4,No,3.694,COMMUTER,Yes,No,No,0,0,0.00%,0,0,Not Applicable,5,100.00%
1076,2018FA,Yes,Yes,Yes,2,No,2.325,RESIDENT,Yes,Yes,No,1,1,20.00%,2,2,100.00%,4,100.00%
1077,2018FA,No,No,Yes,2.3333,No,2.567,RESIDENT,Yes,Yes,No,0,1,25.00%,2,2,100.00%,4,100.00%
1078,2018FA,No,No,No,1,No,1.667,RESIDENT,Yes,No,No,0,3,75.00%,1,0,0.00%,2,50.00%
1079,2018FA,Yes,Yes,Yes,4,No,3.925,RESIDENT,Yes,Yes,Yes,2,0,0.00%,0,0,Not Applicable,5,100.00%
1080,2018FA,No,No,Yes,3,No,2.65,RESIDENT,Yes,Yes,No,3,0,0.00%,1,1,100.00%,4,100.00%
1081,2018FA,No,No,Yes,2.5,No,2.825,RESIDENT,No,No,No,0,0,0.00%,1,1,100.00%,4,100.00%
1082,2018FA,No,No,No,2.75,No,2.4,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,4,100.00%
1083,2018FA,No,No,No,3.5294,No,4,RESIDENT,No,No,No,3,0,0.00%,0,0,Not Applicable,6,100.00%
1084,2018FA,No,No,No,3.5,No,3.525,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1085,2018FA,Yes,No,Yes,2.25,No,0,RESIDENT,No,No,No,0,1,25.00%,0,0,Not Applicable,0,0.00%
1086,2018FA,No,No,No,1.75,No,2.1,RESIDENT,Yes,Yes,No,0,1,25.00%,0,0,Not Applicable,4,100.00%
1087,2018FA,Yes,No,Yes,2,No,2.033,RESIDENT,No,No,No,0,1,33.30%,0,0,Not Applicable,3,100.00%
1088,2018FA,No,No,No,3.25,No,3.25,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1089,2018FA,No,No,No,2.25,No,2.575,RESIDENT,Yes,Yes,No,0,1,25.00%,0,0,Not Applicable,4,100.00%
1090,2018FA,Unknown,Unknown,No,2,Yes,2.25,RESIDENT,Yes,Yes,No,2,1,25.00%,0,0,Not Applicable,4,100.00%
1091,2018FA,No,No,No,2.5,No,2.425,COMMUTER,Yes,Yes,No,2,1,20.00%,1,1,100.00%,4,100.00%
1092,2018FA,Yes,No,No,3.25,No,3.4,RESIDENT,Yes,No,Yes,0,0,0.00%,1,1,100.00%,4,100.00%
1093,2018FA,No,No,No,3,No,3.1,COMMUTER,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1094,2018FA,No,No,No,3.8,No,3.88,RESIDENT,Yes,Yes,No,1,0,0.00%,2,2,100.00%,5,100.00%
1095,2018FA,No,No,No,3.75,No,3.575,COMMUTER,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
1096,2018FA,Yes,No,Yes,1.5,No,0.825,RESIDENT,No,No,No,0,3,75.00%,1,0,0.00%,2,50.00%
1097,2018FA,Yes,No,No,1.25,No,1.9,RESIDENT,Yes,Yes,No,1,2,40.00%,2,0,0.00%,3,60.00%
1098,2018FA,No,No,No,1.25,No,2.233,RESIDENT,Yes,Yes,No,0,3,75.00%,0,0,Not Applicable,3,75.00%
1099,2018FA,Yes,Yes,Yes,2.25,No,,RESIDENT,No,No,No,1,1,25.00%,0,0,Not Applicable,0,0.00%
1100,2018FA,No,No,No,2.5,No,2.675,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1101,2018FA,Yes,No,No,1,No,0,RESIDENT,No,No,No,0,3,75.00%,0,0,Not Applicable,0,0.00%
1102,2018FA,No,No,No,2,Yes,2.5,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
1103,2018FA,Unknown,Unknown,Yes,3,No,3.175,RESIDENT,Yes,Yes,No,4,0,0.00%,2,2,100.00%,4,100.00%
1104,2018FA,No,No,No,3,Yes,2.925,RESIDENT,Yes,Yes,No,8,0,0.00%,1,1,100.00%,4,100.00%
1105,2018FA,Yes,No,Yes,1.25,No,,RESIDENT,No,No,No,0,3,75.00%,1,0,0.00%,0,0.00%
1106,2018FA,No,No,No,2.75,No,2.825,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1107,2018FA,No,No,Yes,2.75,No,2.925,RESIDENT,Yes,Yes,No,2,0,0.00%,1,1,100.00%,4,100.00%
1108,2018FA,No,No,No,1.25,Yes,1.567,RESIDENT,Yes,Yes,No,1,2,50.00%,0,0,Not Applicable,3,75.00%
1109,2018FA,No,No,No,1.25,No,1.433,RESIDENT,No,No,No,0,2,50.00%,0,0,Not Applicable,2,50.00%
1110,2018FA,No,No,No,2.5,Yes,2.675,RESIDENT,Yes,No,No,1,0,0.00%,2,2,100.00%,4,100.00%
1111,2018FA,Yes,No,No,2.5,No,2.65,RESIDENT,Yes,Yes,No,0,1,20.00%,1,1,100.00%,4,100.00%
1112,2018FA,No,No,No,2.6667,No,2.2,RESIDENT,No,No,No,0,0,0.00%,1,0,0.00%,3,75.00%
1113,2018FA,No,No,No,2.75,Yes,3.075,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
1114,2018FA,No,No,Yes,3,No,3.6,RESIDENT,Yes,Yes,Yes,4,0,0.00%,0,0,Not Applicable,4,100.00%
1115,2018FA,Yes,No,No,2.75,Yes,2.175,RESIDENT,Yes,Yes,No,4,1,25.00%,0,0,Not Applicable,4,100.00%
1116,2018FA,No,No,Yes,2.1176,No,1.341,RESIDENT,Yes,No,No,2,1,16.70%,2,1,50.00%,3,60.00%
1117,2018FA,Yes,No,Yes,0.5,Yes,2.1,RESIDENT,Yes,Yes,No,3,4,80.00%,2,1,50.00%,4,80.00%
1118,2018FA,Yes,No,No,2.75,Yes,2.4,RESIDENT,Yes,No,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1119,2018FA,Yes,Yes,No,3,Yes,2.5,RESIDENT,Yes,Yes,No,1,1,25.00%,1,1,100.00%,4,100.00%
1120,2018FA,No,No,No,3,No,2.575,RESIDENT,No,No,No,0,1,25.00%,1,1,100.00%,4,100.00%
1121,2018FA,No,No,No,2.75,Yes,3.35,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
1122,2018FA,No,No,No,2.5,Yes,1.85,RESIDENT,Yes,Yes,No,1,0,0.00%,2,1,50.00%,3,75.00%
1123,2018FA,No,No,No,3.25,No,3.275,COMMUTER,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
1124,2018FA,No,No,Yes,1,No,1,RESIDENT,No,No,No,0,3,60.00%,3,1,33.30%,3,60.00%
1125,2018FA,No,No,No,1.5,No,1.35,RESIDENT,Yes,Yes,No,0,2,50.00%,0,0,Not Applicable,3,75.00%
1126,2018FA,No,No,No,2.6667,No,2.567,RESIDENT,No,No,No,3,1,25.00%,0,0,Not Applicable,3,75.00%
1127,2018FA,No,No,No,3.75,Yes,3.85,RESIDENT,Yes,No,No,1,0,0.00%,1,1,100.00%,4,100.00%
1128,2018FA,Yes,Yes,Yes,1.25,No,1.2,RESIDENT,No,No,Yes,2,2,50.00%,0,0,Not Applicable,3,75.00%
1129,2018FA,No,No,No,2.5,No,3,RESIDENT,Yes,Yes,No,1,1,25.00%,1,1,100.00%,3,75.00%
1130,2018FA,Unknown,Unknown,No,0.625,No,0,RESIDENT,No,No,No,0,4,66.70%,2,0,0.00%,0,0.00%
1131,2018FA,No,No,No,2.5,No,3.225,RESIDENT,No,No,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1132,2018FA,No,No,No,2.5,No,2.825,RESIDENT,Yes,Yes,No,0,0,0.00%,3,3,100.00%,5,100.00%
1133,2018FA,Yes,No,No,3,No,2.925,RESIDENT,Yes,Yes,No,2,0,0.00%,2,2,100.00%,4,100.00%
1134,2019FA,No,No,No,2,Yes,2.767,COMMUTER,Yes,Not Applicable,Yes,1,1,25.00%,0,0,Not Applicable,3,75.00%
1135,2019FA,No,No,No,4,No,3.925,COMMUTER,Yes,Not Applicable,Yes,1,0,0.00%,2,2,100.00%,4,100.00%
1136,2019FA,Yes,No,No,3.75,No,3.925,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,1,1,100.00%,5,100.00%
1137,2019FA,No,No,No,4,No,3.925,COMMUTER,Yes,Not Applicable,No,6,0,0.00%,0,0,Not Applicable,4,100.00%
1138,2019FA,No,No,No,3.25,No,3.65,COMMUTER,Yes,Not Applicable,No,5,0,0.00%,0,0,Not Applicable,4,100.00%
1139,2019FA,Yes,Yes,Yes,2.5,No,2.25,COMMUTER,No,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1140,2019FA,No,No,No,1.25,No,2.033,RESIDENT,Yes,Not Applicable,No,1,2,40.00%,2,0,0.00%,3,60.00%
1141,2019FA,No,No,No,2.75,No,3.25,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,1,1,100.00%,4,100.00%
1142,2019FA,No,No,Yes,2.3333,No,1,RESIDENT,No,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,2,50.00%
1143,2019FA,Yes,No,Yes,2.5882,No,2.729,RESIDENT,No,Not Applicable,No,1,1,20.00%,0,0,Not Applicable,5,100.00%
1144,2019FA,No,No,No,2,Yes,2.413,RESIDENT,Yes,Not Applicable,No,1,2,33.30%,1,1,100.00%,5,100.00%
1145,2019FA,No,No,Yes,3.3333,No,2.989,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,1,1,100.00%,5,100.00%
1146,2019FA,No,No,No,3,No,3.225,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1147,2019FA,Unknown,Unknown,Yes,2.5,No,1.9,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,3,75.00%
1148,2019FA,No,No,Yes,3.5556,No,3.575,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,1,1,100.00%,6,100.00%
1149,2019FA,Yes,No,No,2.875,Yes,2.45,RESIDENT,Yes,Not Applicable,No,1,1,16.70%,1,1,100.00%,5,100.00%
1150,2019FA,Yes,Yes,No,2.75,No,3.925,RESIDENT,Yes,Not Applicable,Yes,1,1,25.00%,1,1,100.00%,4,100.00%
1151,2019FA,Yes,No,No,3.5556,Yes,3.744,RESIDENT,Yes,Not Applicable,No,4,0,0.00%,1,1,100.00%,7,100.00%
1152,2019FA,Yes,Yes,Yes,3.75,No,3.175,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
1153,2019FA,No,No,No,3.75,Yes,3.675,RESIDENT,Yes,Not Applicable,No,9,0,0.00%,0,0,Not Applicable,5,100.00%
1154,2019FA,No,No,No,0.7059,No,0.889,RESIDENT,Yes,Not Applicable,No,0,4,80.00%,0,0,Not Applicable,1,20.00%
1155,2019FA,No,No,No,3,No,3.075,RESIDENT,No,Not Applicable,No,0,0,0.00%,2,2,100.00%,4,80.00%
1156,2019FA,Yes,No,No,3.5294,No,3.671,RESIDENT,Yes,Not Applicable,Yes,4,0,0.00%,0,0,Not Applicable,5,100.00%
1157,2019FA,No,No,No,1.25,Yes,1.175,RESIDENT,Yes,Not Applicable,No,5,2,40.00%,1,0,0.00%,3,75.00%
1158,2019FA,Yes,No,Yes,2.8889,Yes,3.033,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,5,100.00%
1159,2019FA,No,No,No,3.25,Yes,3.25,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1160,2019FA,Yes,No,Yes,2.25,Yes,2.925,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,1,1,100.00%,4,100.00%
1161,2019FA,Yes,No,Yes,3.5,No,3,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1162,2019FA,Yes,No,No,3,Yes,3.075,RESIDENT,Yes,Not Applicable,No,3,0,0.00%,0,0,Not Applicable,4,100.00%
1163,2019FA,Yes,No,No,3.2222,Yes,3.489,RESIDENT,No,Not Applicable,No,2,0,0.00%,2,2,100.00%,6,100.00%
1164,2019FA,Yes,Yes,No,3.75,No,3.425,COMMUTER,Yes,Not Applicable,No,0,0,0.00%,2,2,100.00%,4,100.00%
1165,2019FA,No,No,No,2,Yes,3.025,RESIDENT,Yes,Not Applicable,No,1,2,50.00%,1,1,100.00%,4,100.00%
1166,2019FA,No,No,No,2.5,Yes,2.825,RESIDENT,No,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1167,2019FA,Yes,No,Yes,2.5,Yes,2.325,RESIDENT,Yes,Not Applicable,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
1168,2019FA,No,No,No,2.5,Yes,2.5,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1169,2019FA,No,No,No,2.75,Yes,3.275,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,1,1,100.00%,4,100.00%
1170,2019FA,No,No,No,2,No,2.175,RESIDENT,No,Not Applicable,No,4,1,16.70%,1,1,100.00%,4,100.00%
1171,2019FA,No,No,No,3.75,No,3.925,RESIDENT,Yes,Not Applicable,Yes,4,0,0.00%,0,0,Not Applicable,5,100.00%
1172,2019FA,No,No,No,2.75,Yes,1.6,RESIDENT,No,Not Applicable,No,1,1,25.00%,0,0,Not Applicable,3,75.00%
1173,2019FA,Yes,No,Yes,4,No,3.575,RESIDENT,No,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1174,2019FA,Yes,No,No,3.75,No,3.5,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1175,2019FA,No,No,Yes,2.75,No,2.425,COMMUTER,Yes,Not Applicable,Yes,1,0,0.00%,0,0,Not Applicable,4,80.00%
1176,2019FA,No,No,No,3.75,Yes,3.6,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1177,2019FA,No,No,No,4,No,4,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,0,0,Not Applicable,6,100.00%
1178,2019FA,No,No,Yes,3.5556,No,3.4,RESIDENT,Yes,Not Applicable,Yes,6,0,0.00%,4,4,100.00%,6,100.00%
1179,2019FA,No,No,No,3.5294,No,3.435,RESIDENT,Yes,Not Applicable,Yes,3,0,0.00%,0,0,Not Applicable,5,100.00%
1180,2019FA,No,No,No,3.3333,No,3.111,RESIDENT,Yes,Not Applicable,Yes,4,0,0.00%,1,1,100.00%,6,100.00%
1181,2019FA,Yes,Yes,No,3.25,No,3.5,RESIDENT,No,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1182,2019FA,No,No,No,3,No,2.275,RESIDENT,No,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1183,2019FA,No,No,No,3.5,No,3.5,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
1184,2019FA,No,No,No,3.5294,No,3.459,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,0,0,Not Applicable,6,100.00%
1185,2019FA,No,No,No,2.5,No,2.925,RESIDENT,Yes,Not Applicable,Yes,1,0,0.00%,1,1,100.00%,4,100.00%
1186,2019FA,Yes,Yes,No,2.75,Yes,2.25,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1187,2019FA,Yes,Yes,No,4,No,3.929,RESIDENT,Yes,Not Applicable,Yes,3,0,0.00%,1,1,100.00%,6,100.00%
1188,2019FA,No,No,No,4,No,3.85,RESIDENT,Yes,Not Applicable,No,4,0,0.00%,2,2,100.00%,5,100.00%
1189,2019FA,Yes,No,No,2.4444,No,1.789,COMMUTER,No,Not Applicable,No,3,1,20.00%,0,0,Not Applicable,5,100.00%
1190,2019FA,Yes,Yes,Yes,0.2857,No,,RESIDENT,No,Not Applicable,No,0,4,57.10%,3,0,0.00%,0,0.00%
1191,2019FA,No,No,No,3,Yes,3.1,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,1,1,100.00%,4,100.00%
1192,2019FA,No,No,No,4,Yes,4,COMMUTER,Yes,Not Applicable,No,1,0,0.00%,1,1,100.00%,4,100.00%
1193,2019FA,No,No,Yes,0,No,0,RESIDENT,No,Not Applicable,No,7,3,60.00%,1,0,0.00%,0,0.00%
1194,2019FA,No,No,No,3.7647,No,3.765,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,1,1,100.00%,6,100.00%
1195,2019FA,No,No,No,4,Yes,3.713,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,1,1,100.00%,5,100.00%
1196,2019FA,No,No,No,4,No,3.925,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,1,1,100.00%,5,100.00%
1197,2019FA,No,No,No,4,Yes,3.914,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,1,1,100.00%,4,100.00%
1198,2019FA,No,No,No,4,Yes,4,RESIDENT,Yes,Not Applicable,No,4,0,0.00%,2,2,100.00%,5,100.00%
1199,2019FA,No,No,Yes,3.2222,No,2.978,RESIDENT,Yes,Not Applicable,No,4,0,0.00%,0,0,Not Applicable,6,100.00%
1200,2019FA,No,No,No,4,Yes,3.85,RESIDENT,Yes,Not Applicable,No,6,0,0.00%,0,0,Not Applicable,5,100.00%
1201,2019FA,No,No,No,2.75,No,2.925,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1202,2019FA,No,No,Yes,3.3846,No,2.769,COMMUTER,Yes,Not Applicable,Yes,2,0,0.00%,0,0,Not Applicable,4,80.00%
1203,2019FA,No,No,No,2.25,No,2.325,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1204,2019FA,No,No,No,2.5,Yes,3.075,RESIDENT,Yes,Not Applicable,No,4,1,20.00%,1,1,100.00%,4,100.00%
1205,2019FA,No,No,No,1,No,2.467,RESIDENT,Yes,Not Applicable,No,0,2,33.30%,4,2,50.00%,4,66.70%
1206,2019FA,No,No,No,3,No,3.5,RESIDENT,No,Not Applicable,Yes,0,0,0.00%,0,0,Not Applicable,4,100.00%
1207,2019FA,Yes,No,No,4,No,4,RESIDENT,No,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1208,2019FA,No,No,No,3.25,No,2.175,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1209,2019FA,No,No,No,3.75,No,3.675,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,0,0,Not Applicable,5,100.00%
1210,2019FA,No,No,No,4,Yes,3.85,RESIDENT,Yes,Not Applicable,No,6,0,0.00%,0,0,Not Applicable,5,100.00%
1211,2019FA,Yes,No,No,3,Yes,2.9,RESIDENT,No,Not Applicable,No,2,0,0.00%,2,2,100.00%,4,100.00%
1212,2019FA,No,No,No,1.75,No,2.25,RESIDENT,Yes,Not Applicable,No,0,1,25.00%,0,0,Not Applicable,4,100.00%
1213,2019FA,Yes,No,No,4,Yes,3.825,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1214,2019FA,Yes,No,Yes,2.75,Yes,3,RESIDENT,No,Not Applicable,No,3,0,0.00%,2,2,100.00%,4,100.00%
1215,2019FA,No,No,No,1.75,Yes,2.033,RESIDENT,Yes,Not Applicable,No,1,2,50.00%,0,0,Not Applicable,3,75.00%
1216,2019FA,No,No,No,3.5,No,3.425,COMMUTER,No,Not Applicable,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
1217,2019FA,No,No,No,2.75,No,3.25,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1218,2019FA,No,No,No,3.5294,No,3.606,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,5,100.00%
1219,2019FA,Yes,No,No,3.75,No,3.675,COMMUTER,Yes,Not Applicable,No,5,0,0.00%,1,1,100.00%,5,83.30%
1220,2019FA,No,No,No,3.25,Yes,3.675,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,3,3,100.00%,4,80.00%
1221,2019FA,No,No,No,2.1176,No,1.282,RESIDENT,Yes,Not Applicable,Yes,1,2,40.00%,0,0,Not Applicable,4,80.00%
1222,2019FA,Yes,Yes,Yes,3.1111,Yes,3.8,RESIDENT,Yes,Not Applicable,No,4,0,0.00%,2,2,100.00%,6,100.00%
1223,2019FA,Yes,No,No,3.4444,Yes,3.744,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,1,1,100.00%,5,100.00%
1224,2019FA,No,No,No,3,Yes,2.925,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1225,2019FA,No,No,No,3.75,No,3.675,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,3,3,100.00%,5,100.00%
1226,2019FA,No,No,No,3.7895,No,4,COMMUTER,Yes,Not Applicable,Yes,0,0,0.00%,0,0,Not Applicable,6,100.00%
1227,2019FA,No,No,No,2,No,1.825,RESIDENT,Yes,Not Applicable,No,0,1,25.00%,0,0,Not Applicable,4,100.00%
1228,2019FA,No,No,No,3.5,Yes,2.65,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1229,2019FA,No,No,No,1.5,Yes,1.075,RESIDENT,Yes,Not Applicable,No,1,2,40.00%,1,1,100.00%,3,75.00%
1230,2019FA,No,No,No,2.5,Yes,2.9,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
1231,2019FA,Yes,Yes,No,4,No,3.75,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
